DBN,School Name,Year,Total Enrollment,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
75K771,P.S. K771,2017-18,443,0,27,43,53,59,87,53,36,27,37,5,5,6,5,117,26.4,326,73.6,69,15.6,156,35.2,103,23.3,5,1.1,110,24.8,443,100,73,16.5,369,83.3,86.0%
75K811,P.S. K811 Connie Lekas School,2017-18,335,0,0,0,0,0,0,0,11,26,19,25,47,54,153,116,34.6,219,65.4,30,9,173,51.6,72,21.5,11,3.3,49,14.6,334,99.7,99,29.6,307,91.6,92.8%
75M035,P.S. 035,2017-18,304,0,0,0,4,3,3,6,2,2,2,93,120,24,45,109,35.9,195,64.1,7,2.3,132,43.4,122,40.1,7,2.3,36,11.8,271,89.1,31,10.2,250,82.2,85.6%
75M079,P.S. M079 - Horan School,2017-18,239,0,0,0,0,0,0,0,2,4,6,38,44,42,103,68,28.5,171,71.5,3,1.3,63,26.4,156,65.3,3,1.3,14,5.9,238,99.6,100,41.8,217,90.8,95.3%
75M094,P.S. M094,2017-18,408,0,38,25,31,62,52,63,43,42,24,10,10,4,4,94,23,314,77,29,7.1,124,30.4,182,44.6,5,1.2,68,16.7,407,99.8,75,18.4,336,82.4,85.1%
75M138,P.S. 138,2017-18,611,0,44,47,49,50,61,47,48,56,44,24,25,26,90,169,27.7,442,72.3,23,3.8,186,30.4,352,57.6,4,0.7,46,7.5,610,99.8,177,29,560,91.7,93.6%
75M169,P.S. M169 - Robert F. Kennedy,2017-18,372,0,29,64,55,49,35,39,35,24,31,3,5,0,3,68,18.3,304,81.7,4,1.1,186,50,162,43.5,6,1.6,14,3.8,371,99.7,43,11.6,346,93,94.8%
75M226,P.S. M226,2017-18,275,23,15,15,18,16,13,16,16,11,19,22,16,17,58,55,20,220,80,12,4.4,97,35.3,132,48,9,3.3,25,9.1,275,100,50,18.2,234,85.1,87.9%
75M401,Hospital Schools,2017-18,78,0,5,7,1,2,3,1,2,5,4,18,20,7,3,39,50,39,50,4,5.1,20,25.6,32,41,0,0,22,28.2,28,35.9,7,9,59,75.6,80.4%
75M501,Home Instruction,2017-18,65,0,2,2,6,5,3,0,4,6,5,3,6,4,19,31,47.7,34,52.3,9,13.8,9,13.8,22,33.8,5,7.7,20,30.8,46,70.8,2,3.1,53,81.5,84.8%
75M721,P.S. M721 - Manhattan Occupational Training Center,2017-18,174,0,0,0,0,0,0,0,7,5,4,16,26,24,92,57,32.8,117,67.2,15,8.6,51,29.3,95,54.6,0,0,13,7.5,174,100,78,44.8,159,91.4,94.1%
75M751,Manhattan School for Career Development,2017-18,170,0,0,0,0,0,0,0,0,0,1,19,25,28,97,44,25.9,126,74.1,5,2.9,62,36.5,91,53.5,2,1.2,10,5.9,169,99.4,47,27.6,152,89.4,92.8%
75M811,P.S. M811 - Mickey Mantle School,2017-18,373,24,12,29,35,42,52,57,43,53,26,0,0,0,0,77,20.6,296,79.4,6,1.6,157,42.1,190,50.9,2,0.5,18,4.8,372,99.7,61,16.4,330,88.5,91.6%
75Q004,P.S. Q004,2017-18,395,29,43,32,60,52,51,47,30,32,19,0,0,0,0,77,19.5,318,80.5,96,24.3,103,26.1,127,32.2,20,5.1,49,12.4,393,99.5,55,13.9,297,75.2,77.2%
75Q009,P.S. 009,2017-18,633,0,64,53,89,75,72,94,66,57,61,2,0,0,0,184,29.1,449,70.9,70,11.1,208,32.9,283,44.7,5,0.8,67,10.6,631,99.7,185,29.2,520,82.1,83.8%
75Q023,P.S. Q023 @ Queens Children Center,2017-18,313,0,14,10,14,19,19,19,16,21,30,53,40,34,24,131,41.9,182,58.1,32,10.2,123,39.3,84,26.8,6,1.9,68,21.7,253,80.8,15,4.8,261,83.4,83.4%
75Q075,Robert E. Peary School,2017-18,549,16,48,44,49,63,68,61,97,48,55,0,0,0,0,112,20.4,437,79.6,78,14.2,165,30.1,228,41.5,32,5.8,46,8.4,548,99.8,167,30.4,445,81.1,83.6%
75Q177,P.S. Q177,2017-18,506,0,11,15,9,7,6,35,17,37,71,22,75,51,150,114,22.5,392,77.5,100,19.8,160,31.6,114,22.5,9,1.8,123,24.3,504,99.6,124,24.5,396,78.3,79.5%
75Q224,P.S. Q224,2017-18,414,64,52,52,38,36,55,41,27,25,24,0,0,0,0,113,27.3,301,72.7,94,22.7,82,19.8,129,31.2,70,16.9,39,9.4,414,100,86,20.8,291,70.3,72.8%
75Q233,P.S. Q233,2017-18,514,0,48,29,25,21,7,1,25,23,19,64,49,46,157,157,30.5,357,69.5,87,16.9,167,32.5,148,28.8,30,5.8,82,16,514,100,137,26.7,439,85.4,86.8%
75Q255,P.S. Q255,2017-18,411,0,40,44,63,64,57,41,38,25,23,7,4,5,0,91,22.1,320,77.9,79,19.2,43,10.5,154,37.5,12,2.9,123,29.9,410,99.8,165,40.1,313,76.2,77.9%
75Q256,P.S. Q256,2017-18,510,11,13,21,22,28,50,31,22,35,37,83,65,44,48,121,23.7,389,76.3,30,5.9,257,50.4,159,31.2,4,0.8,60,11.8,443,86.9,67,13.1,408,80,85.6%
75Q277,The Riverview School,2017-18,403,0,51,84,44,35,29,6,21,38,47,10,11,7,20,98,24.3,305,75.7,101,25.1,72,17.9,165,40.9,7,1.7,58,14.4,402,99.8,170,42.2,314,77.9,80.0%
75Q721,John F. Kennedy Jr. School,2017-18,499,0,0,0,0,0,0,0,0,0,0,108,71,168,152,163,32.7,336,67.3,94,18.8,89,17.8,220,44.1,8,1.6,88,17.6,499,100,230,46.1,430,86.2,88.6%
75Q752,Queens Transition Center,2017-18,384,0,0,0,0,0,0,0,0,0,0,77,103,66,138,113,29.4,271,70.6,31,8.1,209,54.4,113,29.4,7,1.8,24,6.3,376,97.9,73,19,323,84.1,87.3%
75Q811,P.S. Q811,2017-18,417,0,21,9,33,38,19,18,14,15,16,37,34,36,127,135,32.4,282,67.6,80,19.2,139,33.3,115,27.6,22,5.3,61,14.6,416,99.8,95,22.8,345,82.7,83.9%
75Q993,P.S. Q993,2017-18,558,0,44,50,50,50,58,54,42,24,21,20,23,35,87,159,28.5,399,71.5,118,21.1,102,18.3,216,38.7,9,1.6,113,20.3,557,99.8,219,39.2,440,78.9,81.1%
75R025,South Richmond High School I.S./P.S. 25,2017-18,560,0,5,24,7,17,14,22,61,62,75,87,91,41,54,156,27.9,404,72.1,10,1.8,216,38.6,169,30.2,9,1.6,156,27.9,559,99.8,20,3.6,479,85.5,87.1%
75R037,P.S. R037,2017-18,389,24,62,31,33,35,37,50,13,13,23,15,2,11,40,106,27.2,283,72.8,21,5.4,59,15.2,121,31.1,11,2.8,177,45.5,389,100,27,6.9,301,77.4,78.7%
75R373,P.S. R373,2017-18,527,20,48,81,90,74,89,84,17,15,9,0,0,0,0,120,22.8,407,77.2,24,4.6,137,26,163,30.9,19,3.6,184,34.9,527,100,70,13.3,424,80.5,82.2%
75R721,The Richard H. Hungerford School,2017-18,476,0,0,0,0,0,0,0,26,26,36,53,61,68,206,146,30.7,330,69.3,31,6.5,90,18.9,158,33.2,9,1.9,188,39.5,474,99.6,71,14.9,435,91.4,93.0%
75X010,P.S. X010,2017-18,537,10,59,55,63,70,68,87,48,28,39,3,3,3,1,154,28.7,383,71.3,8,1.5,182,33.9,305,56.8,6,1.1,36,6.7,537,100,120,22.3,491,91.4,93.4%
75X012,P.S. X012 Lewis and Clark School,2017-18,304,0,0,0,0,0,0,0,20,31,16,28,43,55,111,79,26,225,74,12,3.9,90,29.6,170,55.9,20,6.6,12,3.9,304,100,99,32.6,282,92.8,94.9%
75X017,P.S. X017,2017-18,426,0,22,32,37,50,85,40,39,63,44,9,5,0,0,73,17.1,353,82.9,8,1.9,164,38.5,226,53.1,9,2.1,19,4.5,425,99.8,81,19,385,90.4,93.3%
75X168,P.S. 168,2017-18,534,14,40,58,70,51,87,46,50,54,46,9,2,1,6,129,24.2,405,75.8,17,3.2,182,34.1,321,60.1,4,0.7,10,1.9,533,99.8,117,21.9,476,89.1,91.8%
75X176,P.S. X176,2017-18,925,24,60,57,72,71,73,44,47,71,96,60,53,55,142,156,16.9,769,83.1,19,2.1,389,42.1,448,48.4,11,1.2,58,6.3,925,100,98,10.6,755,81.6,84.9%
75X186,P186X Walter J. Damrosch School,2017-18,645,0,34,44,75,93,81,87,97,71,56,2,3,2,0,192,29.8,453,70.2,12,1.9,261,40.5,340,52.7,10,1.6,22,3.4,642,99.5,186,28.8,599,92.9,95.4%
75X188,P.S. X188,2017-18,468,31,13,25,21,18,24,31,57,77,74,26,23,18,30,130,27.8,338,72.2,12,2.6,173,37,260,55.6,6,1.3,17,3.6,466,99.6,109,23.3,418,89.3,93.3%
75X352,The Vida Bogart School for All Children,2017-18,478,0,69,69,48,65,73,120,15,14,5,0,0,0,0,115,24.1,363,75.9,12,2.5,180,37.7,264,55.2,11,2.3,11,2.3,477,99.8,76,15.9,443,92.7,94.9%
75X469,P469X - The Bronx School for Continuous Learners,2017-18,342,0,53,72,81,74,15,2,41,3,1,0,0,0,0,67,19.6,275,80.4,13,3.8,116,33.9,200,58.5,1,0.3,12,3.5,342,100,92,26.9,307,89.8,92.3%
75X721,P.S. X721 - Stephen McSweeney School,2017-18,528,0,0,0,0,0,0,0,0,0,0,75,65,68,320,185,35,343,65,12,2.3,184,34.8,301,57,5,0.9,26,4.9,528,100,189,35.8,485,91.9,93.9%
75X723,P.S. 723,2017-18,465,0,8,24,44,27,65,59,48,71,51,31,15,12,10,109,23.4,356,76.6,6,1.3,160,34.4,259,55.7,13,2.8,27,5.8,457,98.3,43,9.2,439,94.4,95.6%
75X754,J. M. Rapport School Career Development,2017-18,494,0,0,0,0,0,0,0,0,0,0,173,110,64,147,170,34.4,324,65.6,3,0.6,186,37.7,286,57.9,3,0.6,16,3.2,489,99,145,29.4,467,94.5,96.8%
75X811,P.S. X811,2017-18,634,0,0,0,0,0,0,0,0,0,1,111,88,107,327,205,32.3,429,67.7,16,2.5,219,34.5,369,58.2,7,1.1,23,3.6,633,99.8,241,38,594,93.7,95.5%
79M645,School for Cooperative Technical Education,2017-18,569,0,0,0,0,0,0,0,0,0,0,0,0,0,569,134,23.6,435,76.4,34,6,225,39.5,249,43.8,6,1.1,55,9.7,11,1.9,39,6.9,335,58.9,69.2%
79M973,Restart Academy,2017-18,442,0,0,0,0,0,0,0,2,4,145,93,109,53,36,167,37.8,275,62.2,14,3.2,165,37.3,206,46.6,11,2.5,46,10.4,174,39.4,57,12.9,377,85.3,88.0%
79Q344,East River Academy,2017-18,330,0,0,0,0,0,0,0,0,0,4,133,119,42,32,23,7,307,93,5,1.5,185,56.1,113,34.2,12,3.6,15,4.5,151,45.8,34,10.3,235,71.2,81.0%
79Q950,Pathways to Graduation,2017-18,3528,0,0,0,0,0,0,0,0,0,0,0,3525,0,3,1504,42.6,2024,57.4,509,14.4,1263,35.8,1505,42.7,73,2.1,178,5,414,11.7,472,13.4,2488,70.5,87.7%
79X695,Passages Academy,2017-18,223,0,0,0,0,0,0,0,1,11,35,119,47,10,0,48,21.5,175,78.5,0,0,125,56.1,76,34.1,3,1.3,19,8.5,129,57.8,19,8.5,223,100,94.9%
84K037,Beginning with Children Charter School II,2017-18,354,0,50,43,52,53,53,56,47,0,0,0,0,0,0,194,54.8,160,45.2,3,0.8,89,25.1,254,71.8,4,1.1,4,1.1,67,18.9,55,15.5,290,81.9,81.6%
84K125,Success Academy Charter School - Bed-Stuy 2,2017-18,339,0,61,54,58,84,76,5,1,0,0,0,0,0,0,173,51,166,49,4,1.2,220,64.9,96,28.3,9,2.7,10,2.9,49,14.5,11,3.2,248,73.2,75.3%
84K129,Success Academy Charter School - Cobble Hill,2017-18,433,0,61,78,72,65,71,68,18,0,0,0,0,0,0,219,50.6,214,49.4,35,8.1,132,30.5,138,31.9,18,4.2,110,25.4,47,10.9,20,4.6,203,46.9,49.1%
84K182,Success Academy Charter School - Williamsburg,2017-18,476,1,93,93,90,96,97,3,3,0,0,0,0,0,0,239,50.2,237,49.8,16,3.4,109,22.9,277,58.2,19,4,55,11.6,73,15.3,37,7.8,304,63.9,66.3%
84K333,Explore Exceed Charter School,2017-18,505,0,47,52,60,63,57,59,60,54,53,0,0,0,0,225,44.6,280,55.4,14,2.8,368,72.9,112,22.2,10,2,1,0.2,119,23.6,40,7.9,393,77.8,73.2%
84K355,Williamsburg Collegiate Charter School,2017-18,323,0,0,0,0,0,0,73,85,84,81,0,0,0,0,168,52,155,48,1,0.3,88,27.2,230,71.2,0,0,4,1.2,70,21.7,22,6.8,271,83.9,78.3%
84K356,Achievement First Crown Heights Charter School,2017-18,1063,0,93,101,101,96,93,99,97,92,80,63,47,58,43,553,52,510,48,3,0.3,1006,94.6,40,3.8,10,0.9,4,0.4,172,16.2,2,0.2,798,75.1,64.5%
84K357,KIPP AMP Charter School,2017-18,900,0,71,89,88,92,85,66,75,86,78,48,58,30,34,457,50.8,443,49.2,14,1.6,774,86,86,9.6,22,2.4,4,0.4,151,16.8,17,1.9,757,84.1,77.3%
84K358,Achievement First East New York Charter School,2017-18,873,0,95,90,104,100,96,61,62,60,60,41,41,36,27,473,54.2,400,45.8,6,0.7,659,75.5,188,21.5,15,1.7,5,0.6,111,12.7,17,1.9,729,83.5,73.0%
84K359,The Uft Charter School,2017-18,266,0,0,0,0,0,0,0,0,0,0,55,51,72,88,117,44,149,56,6,2.3,196,73.7,59,22.2,3,1.1,2,0.8,23,8.6,14,5.3,216,81.2,78.7%
84K360,Launch Expeditionary Learning Charter School,2017-18,302,0,0,0,0,0,0,0,84,110,108,0,0,0,0,146,48.3,156,51.7,4,1.3,246,81.5,41,13.6,9,3,2,0.7,77,25.5,13,4.3,283,93.7,87.1%
84K362,Hellenic Classical Charter School,2017-18,497,18,54,52,55,57,57,52,53,48,51,0,0,0,0,240,48.3,257,51.7,19,3.8,86,17.3,223,44.9,20,4,149,30,41,8.2,17,3.4,271,54.5,48.6%
84K367,Success Academy Charter School - Bed-Stuy 1,2017-18,683,0,59,77,99,87,91,133,88,49,0,0,0,0,0,345,50.5,338,49.5,10,1.5,469,68.7,178,26.1,16,2.3,10,1.5,117,17.1,13,1.9,539,78.9,73.1%
84K379,Explore Excel Charter School,2017-18,544,0,63,59,60,60,63,56,67,56,60,0,0,0,0,267,49.1,277,50.9,6,1.1,499,91.7,24,4.4,12,2.2,3,0.6,101,18.6,34,6.3,428,78.7,63.8%
84K386,Invictus Preparatory Charter School,2017-18,258,0,0,0,0,0,0,16,61,90,91,0,0,0,0,99,38.4,159,61.6,16,6.2,179,69.4,59,22.9,2,0.8,2,0.8,57,22.1,23,8.9,197,76.4,82.3%
84K395,New Visions A.I.M. Charter High School I,2017-18,203,0,0,0,0,0,0,0,0,0,0,121,39,25,18,85,41.9,118,58.1,3,1.5,119,58.6,56,27.6,20,9.9,5,2.5,96,47.3,8,3.9,177,87.2,90.9%
84K406,"EMBER Charter School for Mindful Education, Innova",2017-18,468,0,50,71,60,74,60,65,57,31,0,0,0,0,0,234,50,234,50,3,0.6,368,78.6,90,19.2,4,0.9,3,0.6,66,14.1,36,7.7,393,84,85.4%
84K417,Urban Dove Charter School,2017-18,266,0,0,0,0,0,0,0,0,0,0,5,86,88,87,100,37.6,166,62.4,1,0.4,197,74.1,64,24.1,1,0.4,3,1.1,99,37.2,8,3,225,84.6,85.6%
84K473,Williamsburg Charter High School,2017-18,947,0,0,0,0,0,0,0,0,0,0,278,279,197,193,512,54.1,435,45.9,4,0.4,255,26.9,667,70.4,6,0.6,15,1.6,149,15.7,57,6,739,78,78.8%
84K486,New Dawn Charter High School,2017-18,284,0,0,0,0,0,0,0,0,0,0,39,72,91,82,137,48.2,147,51.8,2,0.7,171,60.2,97,34.2,3,1.1,11,3.9,111,39.1,15,5.3,241,84.9,85.3%
84K508,Achievement First Endeavor Charter School,2017-18,1039,0,93,90,94,92,93,91,95,90,80,55,65,48,53,547,52.6,492,47.4,5,0.5,881,84.8,132,12.7,12,1.2,9,0.9,157,15.1,9,0.9,821,79,71.2%
84K517,Leadership Prep Bedford Stuyvesant Uncommon Prep C,2017-18,1107,0,84,90,90,90,89,88,85,84,82,118,91,52,64,575,51.9,532,48.1,11,1,903,81.6,134,12.1,46,4.2,13,1.2,117,10.6,26,2.3,879,79.4,72.6%
84K536,Community Roots Charter School,2017-18,474,0,52,52,52,52,52,52,53,54,55,0,0,0,0,237,50,237,50,25,5.3,138,29.1,76,16,41,8.6,194,40.9,102,21.5,8,1.7,138,29.1,37.5%
84K538,Achievement First Bushwick Charter School,2017-18,1114,0,95,97,102,106,103,98,102,97,94,69,57,52,42,537,48.2,577,51.8,13,1.2,337,30.3,753,67.6,3,0.3,8,0.7,206,18.5,115,10.3,941,84.5,77.9%
84K593,Excellence Boys Charter School,2017-18,815,0,80,90,90,90,91,91,92,95,96,0,0,0,0,2,0.2,813,99.8,26,3.2,668,82,87,10.7,23,2.8,11,1.3,140,17.2,14,1.7,617,75.7,69.6%
84K608,Kings Collegiate Charter School,2017-18,639,0,83,82,0,0,0,93,92,87,86,116,0,0,0,312,48.8,327,51.2,2,0.3,575,90,46,7.2,14,2.2,2,0.3,99,15.5,7,1.1,488,76.4,69.5%
84K626,Achievement First Brownsville Charter School,2017-18,1023,0,91,94,94,92,90,97,95,92,89,88,101,0,0,559,54.6,464,45.4,9,0.9,884,86.4,113,11,13,1.3,4,0.4,126,12.3,26,2.5,853,83.4,76.2%
84K648,Bedford Stuyvesant Collegiate Charter School,2017-18,354,0,0,0,0,0,0,89,89,89,87,0,0,0,0,163,46,191,54,5,1.4,223,63,115,32.5,9,2.5,2,0.6,54,15.3,15,4.2,251,70.9,74.5%
84K649,La Cima Charter School,2017-18,398,0,60,61,71,67,74,65,0,0,0,0,0,0,0,208,52.3,190,47.7,11,2.8,266,66.8,96,24.1,18,4.5,7,1.8,60,15.1,23,5.8,339,85.2,81.1%
84K651,PAVE Academy Charter School,2017-18,486,0,58,57,60,54,52,58,54,47,46,0,0,0,0,254,52.3,232,47.7,9,1.9,204,42,262,53.9,3,0.6,8,1.6,90,18.5,49,10.1,423,87,85.3%
84K652,Brooklyn Ascend Charter School,2017-18,1400,0,138,145,147,145,138,111,112,107,109,120,67,61,0,660,47.1,740,52.9,8,0.6,1317,94.1,55,3.9,18,1.3,2,0.1,177,12.6,14,1,1146,81.9,68.3%
84K680,Achievement First Aspire Charter School,2017-18,571,0,94,101,92,94,91,99,0,0,0,0,0,0,0,288,50.4,283,49.6,6,1.1,434,76,116,20.3,13,2.3,2,0.4,64,11.2,21,3.7,464,81.3,77.6%
84K689,Citizens of the World Charter School 1 Williamsbur,2017-18,374,0,63,70,69,61,67,44,0,0,0,0,0,0,0,181,48.4,193,51.6,7,1.9,75,20.1,253,67.6,7,1.9,32,8.6,82,21.9,47,12.6,304,81.3,78.5%
84K692,Citizens of the World Charter School New York 2 Cr,2017-18,364,0,50,67,66,72,70,39,0,0,0,0,0,0,0,172,47.3,192,52.7,0,0,317,87.1,33,9.1,11,3,3,0.8,62,17,7,1.9,314,86.3,75.0%
84K693,Northside Charter High School,2017-18,410,0,0,0,0,0,0,0,0,0,0,108,96,94,112,214,52.2,196,47.8,5,1.2,61,14.9,310,75.6,10,2.4,24,5.9,83,20.2,27,6.6,320,78,75.0%
84K701,Brooklyn Charter School,2017-18,196,0,21,32,41,33,35,34,0,0,0,0,0,0,0,93,47.4,103,52.6,3,1.5,153,78.1,38,19.4,1,0.5,1,0.5,21,10.7,9,4.6,157,80.1,82.4%
84K702,Community Partnership Charter School,2017-18,405,18,30,37,44,41,39,55,46,46,49,0,0,0,0,203,50.1,202,49.9,6,1.5,307,75.8,79,19.5,9,2.2,4,1,67,16.5,10,2.5,349,86.2,77.1%
84K704,Explore Charter School,2017-18,533,0,63,63,60,61,58,60,57,54,57,0,0,0,0,266,49.9,267,50.1,0,0,439,82.4,77,14.4,16,3,1,0.2,72,13.5,35,6.6,408,76.5,70.0%
84K707,Brooklyn Prospect Charter School,2017-18,742,0,0,0,0,0,0,0,111,108,108,114,109,97,95,347,46.8,395,53.2,62,8.4,86,11.6,268,36.1,34,4.6,292,39.4,132,17.8,11,1.5,345,46.5,41.1%
84K710,Brownsville Collegiate Charter School,2017-18,343,0,0,0,0,0,0,77,97,87,77,4,1,0,0,165,48.1,178,51.9,3,0.9,227,66.2,89,25.9,21,6.1,3,0.9,63,18.4,21,6.1,295,86,81.9%
84K711,Leadership Preparatory Brownsville Charter School,2017-18,763,0,84,87,90,85,90,83,86,84,74,0,0,0,0,405,53.1,358,46.9,1,0.1,639,83.7,112,14.7,8,1,3,0.4,96,12.6,15,2,691,90.6,80.7%
84K712,Excellence Girls Charter School,2017-18,1483,0,91,92,92,100,96,94,101,100,110,233,150,107,117,1153,77.7,330,22.3,28,1.9,1157,78,243,16.4,46,3.1,9,0.6,156,10.5,25,1.7,1062,71.6,66.6%
84K724,Leadership Prep Canarsie Charter School (Leadershi,2017-18,765,0,90,85,87,90,60,90,88,85,90,0,0,0,0,374,48.9,391,51.1,4,0.5,696,91,41,5.4,19,2.5,5,0.7,94,12.3,3,0.4,620,81,58.9%
84K730,Summit Academy Charter School,2017-18,336,0,0,0,0,0,0,0,40,45,47,50,62,43,49,166,49.4,170,50.6,2,0.6,155,46.1,160,47.6,11,3.3,8,2.4,67,19.9,21,6.3,279,83,82.4%
84K731,Brooklyn Excelsior Charter School,2017-18,631,0,50,73,74,84,81,75,74,57,63,0,0,0,0,313,49.6,318,50.4,6,1,501,79.4,114,18.1,7,1.1,3,0.5,92,14.6,22,3.5,461,73.1,80.0%
84K733,"Math, Engineering, and Science Academy Charter Hig",2017-18,471,0,0,0,0,0,0,0,0,0,0,119,118,116,118,240,51,230,48.8,10,2.1,50,10.6,375,79.6,28,5.9,8,1.7,66,14,49,10.4,390,82.8,80.9%
84K736,New American Academy Charter School,2017-18,363,0,63,64,67,60,66,43,0,0,0,0,0,0,0,182,50.1,181,49.9,3,0.8,340,93.7,12,3.3,2,0.6,6,1.7,59,16.3,9,2.5,283,78,65.4%
84K737,Brownsville Ascend Charter School,2017-18,1030,0,115,114,119,117,116,111,122,106,110,0,0,0,0,537,52.1,493,47.9,7,0.7,890,86.4,105,10.2,21,2,7,0.7,137,13.3,9,0.9,756,73.4,78.2%
84K738,New Visions Charter High School for Advanced Math,2017-18,404,0,0,0,0,0,0,0,0,0,0,105,107,101,91,182,45,222,55,20,5,311,77,41,10.1,24,5.9,8,2,51,12.6,17,4.2,329,81.4,62.3%
84K739,New Visions Charter High School for the Humanities,2017-18,324,0,0,0,0,0,0,0,0,0,0,91,81,76,76,161,49.7,163,50.3,1,0.3,276,85.2,34,10.5,9,2.8,4,1.2,56,17.3,6,1.9,252,77.8,67.9%
84K740,Brooklyn Scholars Charter School,2017-18,706,0,80,80,79,81,82,82,74,76,72,0,0,0,0,361,51.1,345,48.9,50,7.1,479,67.8,164,23.2,12,1.7,1,0.1,76,10.8,11,1.6,491,69.5,77.6%
84K741,Success Academy Crown Heights (Brooklyn 7),2017-18,578,0,68,94,123,97,83,113,0,0,0,0,0,0,0,304,52.6,274,47.4,4,0.7,521,90.1,37,6.4,11,1.9,5,0.9,76,13.1,8,1.4,440,76.1,67.0%
84K742,Explore Empower Charter School,2017-18,523,0,60,61,57,58,58,62,56,55,56,0,0,0,0,234,44.7,289,55.3,6,1.1,458,87.6,46,8.8,8,1.5,5,1,122,23.3,28,5.4,425,81.3,79.6%
84K744,Coney Island Preparatory Public Charter School,2017-18,1011,0,64,63,64,63,63,90,91,91,90,92,86,79,75,448,44.3,563,55.7,90,8.9,386,38.2,350,34.6,21,2.1,164,16.2,240,23.7,53,5.2,837,82.8,77.5%
84K746,Hebrew Language Academy Charter School,2017-18,724,0,88,88,90,86,83,79,74,72,64,0,0,0,0,370,51.1,354,48.9,11,1.5,347,47.9,37,5.1,12,1.7,317,43.8,140,19.3,42,5.8,487,67.3,52.7%
84K752,Success Academy Fort Greene (Brooklyn 5),2017-18,369,0,65,54,91,89,70,0,0,0,0,0,0,0,0,195,52.8,174,47.2,4,1.1,239,64.8,106,28.7,7,1.9,13,3.5,52,14.1,21,5.7,269,72.9,73.0%
84K756,Success Academy Prospect Heights (Brooklyn 6),2017-18,526,0,60,91,82,55,118,95,25,0,0,0,0,0,0,282,53.6,244,46.4,10,1.9,427,81.2,64,12.2,6,1.1,19,3.6,71,13.5,4,0.8,394,74.9,64.2%
84K757,Unity Prep Charter School,2017-18,470,0,0,0,0,0,0,0,70,98,105,103,94,0,0,222,47.2,248,52.8,3,0.6,365,77.7,83,17.7,14,3,5,1.1,105,22.3,26,5.5,360,76.6,77.3%
84K758,Brooklyn Urban Garden Charter School,2017-18,284,0,0,0,0,0,0,0,82,102,100,0,0,0,0,146,51.4,138,48.6,7,2.5,112,39.4,93,32.7,17,6,55,19.4,60,21.1,8,2.8,164,57.7,57.6%
84K759,Canarsie Ascend Charter School,2017-18,711,0,117,124,118,115,120,117,0,0,0,0,0,0,0,382,53.7,329,46.3,2,0.3,651,91.6,41,5.8,13,1.8,4,0.6,88,12.4,6,0.8,452,63.6,56.0%
84K766,The International Charter School of New York,2017-18,279,0,88,94,62,35,0,0,0,0,0,0,0,0,0,145,52,134,48,12,4.3,79,28.3,51,18.3,30,10.8,107,38.4,33,11.8,6,2.2,84,30.1,35.7%
84K769,Hyde Leadership Charter School- Brooklyn,2017-18,361,0,65,66,62,63,52,53,0,0,0,0,0,0,0,196,54.3,165,45.7,3,0.8,256,70.9,98,27.1,1,0.3,3,0.8,54,15,33,9.1,329,91.1,86.9%
84K772,Success Academy Charter School - Bensonhurst - New,2017-18,495,0,97,96,99,101,102,0,0,0,0,0,0,0,0,243,49.1,252,50.9,72,14.5,57,11.5,71,14.3,5,1,290,58.6,58,11.7,70,14.1,254,51.3,51.8%
84K774,Achievement First Apollo Charter School,2017-18,856,0,94,102,93,93,93,107,103,94,77,0,0,0,0,432,50.5,424,49.5,40,4.7,518,60.5,278,32.5,10,1.2,10,1.2,103,12,53,6.2,733,85.6,76.6%
84K775,Leadership Preparatory Ocean Hill Charter School,2017-18,1171,0,90,94,92,92,96,90,85,78,85,146,92,67,64,598,51.1,573,48.9,11,0.9,981,83.8,135,11.5,36,3.1,8,0.7,118,10.1,28,2.4,956,81.6,73.8%
84K777,Ocean Hill Collegiate Charter School,2017-18,337,0,0,0,0,0,0,82,88,87,80,0,0,0,0,188,55.8,149,44.2,3,0.9,280,83.1,38,11.3,15,4.5,1,0.3,40,11.9,10,3,276,81.9,70.3%
84K780,Brooklyn East Collegiate Charter School,2017-18,327,0,0,0,0,0,0,71,85,85,86,0,0,0,0,146,44.6,181,55.4,6,1.8,265,81,24,7.3,29,8.9,3,0.9,55,16.8,7,2.1,262,80.1,68.4%
84K781,Success Academy Charter School - Bergen Beach - Ne,2017-18,423,0,92,100,89,86,56,0,0,0,0,0,0,0,0,228,53.9,195,46.1,5,1.2,369,87.2,28,6.6,8,1.9,13,3.1,55,13,4,0.9,259,61.2,52.3%
84K782,Bedford Stuyvesant New Beginnings Charter School,2017-18,676,0,64,83,77,80,80,69,83,80,60,0,0,0,0,346,51.2,330,48.8,1,0.1,357,52.8,307,45.4,5,0.7,6,0.9,132,19.5,88,13,627,92.8,87.5%
