DBN,School Name,Year,Total Enrollment,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
02M500,Unity Center for Urban Technologies,2017-18,255,0,0,0,0,0,0,0,0,0,0,73,60,61,61,75,29.4,180,70.6,10,3.9,75,29.4,151,59.2,11,4.3,8,3.1,63,24.7,20,7.8,227,89,83.0%
02M507,Urban Assembly Gateway School for Technology,2017-18,445,0,0,0,0,0,0,0,0,0,0,114,116,112,103,91,20.4,353,79.3,37,8.3,130,29.2,235,52.8,20,4.5,23,5.2,98,22,10,2.2,253,56.9,65.5%
02M519,Talent Unlimited High School,2017-18,478,0,0,0,0,0,0,0,0,0,0,129,135,100,114,381,79.7,97,20.3,17,3.6,147,30.8,205,42.9,41,8.6,68,14.2,73,15.3,3,0.6,264,55.2,52.5%
02M520,Murry Bergtraum High School for Business Careers,2017-18,271,0,0,0,0,0,0,0,0,0,0,65,76,65,65,138,50.9,133,49.1,14,5.2,135,49.8,110,40.6,4,1.5,8,3,67,24.7,23,8.5,209,77.1,80.3%
02M527,P.S. 527 - East Side School for Social Action,2017-18,387,0,90,70,69,56,49,53,0,0,0,0,0,0,0,194,50.1,193,49.9,43,11.1,15,3.9,68,17.6,45,11.6,216,55.8,55,14.2,18,4.7,62,16,16.9%
02M529,Jacqueline Kennedy Onassis High School,2017-18,567,0,0,0,0,0,0,0,0,0,0,92,166,166,143,316,55.7,251,44.3,35,6.2,130,22.9,371,65.4,11,1.9,20,3.5,104,18.3,58,10.2,451,79.5,82.4%
02M531,Repertory Company High School for Theatre Arts,2017-18,242,0,0,0,0,0,0,0,0,0,0,60,56,61,65,199,82.2,43,17.8,4,1.7,82,33.9,115,47.5,15,6.2,26,10.7,42,17.4,1,0.4,168,69.4,61.3%
02M533,Union Square Academy for Health Sciences,2017-18,398,0,0,0,0,0,0,0,0,0,0,126,109,85,78,275,69.1,122,30.7,50,12.6,82,20.6,231,58,11,2.8,24,6,66,16.6,29,7.3,333,83.7,82.4%
02M534,Harvest Collegiate High School,2017-18,487,0,0,0,0,0,0,0,0,0,0,127,123,120,117,270,55.4,217,44.6,31,6.4,119,24.4,224,46,18,3.7,95,19.5,134,27.5,9,1.8,315,64.7,60.8%
02M542,Manhattan Bridges High School,2017-18,517,0,0,0,0,0,0,0,0,0,0,154,166,96,101,266,51.5,251,48.5,1,0.2,2,0.4,511,98.8,2,0.4,1,0.2,22,4.3,250,48.4,427,82.6,92.1%
02M543,New Design High School,2017-18,427,0,0,0,0,0,0,0,0,0,0,135,125,81,86,255,59.7,172,40.3,28,6.6,157,36.8,226,52.9,10,2.3,6,1.4,116,27.2,22,5.2,342,80.1,85.7%
02M544,Independence High School,2017-18,334,0,0,0,0,0,0,0,0,0,0,40,93,97,104,164,49.1,170,50.9,7,2.1,103,30.8,190,56.9,5,1.5,29,8.7,70,21,27,8.1,307,91.9,88.6%
02M545,High School for Dual Language and Asian Studies,2017-18,396,0,0,0,0,0,0,0,0,0,0,107,103,87,99,243,61.4,153,38.6,341,86.1,14,3.5,18,4.5,12,3,11,2.8,12,3,48,12.1,344,86.9,79.6%
02M546,Academy for Software Engineering,2017-18,460,0,0,0,0,0,0,0,0,0,0,124,124,97,115,88,19.1,372,80.9,35,7.6,105,22.8,254,55.2,18,3.9,48,10.4,117,25.4,19,4.1,317,68.9,67.1%
02M550,Liberty High School Academy for Newcomers,2017-18,427,0,0,0,0,0,0,0,0,0,0,133,124,77,93,174,40.7,253,59.3,46,10.8,104,24.4,227,53.2,3,0.7,47,11,15,3.5,347,81.3,326,76.3,99.0%
02M551,Urban Assembly New York Harbor School,2017-18,534,0,0,0,0,0,0,0,0,0,0,190,157,87,100,186,34.8,348,65.2,38,7.1,95,17.8,212,39.7,33,6.2,156,29.2,116,21.7,14,2.6,286,53.6,52.9%
02M560,High School M560 - City As School,2017-18,627,0,0,0,0,0,0,0,0,0,0,0,85,253,289,343,54.7,284,45.3,29,4.6,234,37.3,264,42.1,15,2.4,85,13.6,125,19.9,19,3,394,62.8,69.0%
02M565,Urban Academy Laboratory High School,2017-18,160,0,0,0,0,0,0,0,0,0,0,11,29,106,14,100,62.5,60,37.5,7,4.4,49,30.6,60,37.5,2,1.3,42,26.2,22,13.8,0,0,92,57.5,54.3%
02M570,Satellite Academy High School,2017-18,298,0,0,0,0,0,0,0,0,0,0,295,1,1,1,176,59.1,122,40.9,1,0.3,114,38.3,172,57.7,3,1,8,2.7,64,21.5,13,4.4,222,74.5,81.6%
02M575,Manhattan Comprehensive Night and Day High School,2017-18,722,0,0,0,0,0,0,0,0,0,0,0,276,283,163,305,42.2,417,57.8,164,22.7,216,29.9,289,40,10,1.4,43,6,54,7.5,380,52.6,670,92.8,89.3%
02M580,Richard R. Green High School of Teaching,2017-18,499,0,0,0,0,0,0,0,0,0,0,168,155,84,92,332,66.5,166,33.3,36,7.2,125,25.1,301,60.3,24,4.8,13,2.6,91,18.2,22,4.4,418,83.8,78.6%
02M586,Harvey Milk High School,2017-18,64,0,0,0,0,0,0,0,0,0,0,2,18,19,25,36,56.3,28,43.8,1,1.6,12,18.8,45,70.3,0,0,6,9.4,24,37.5,4,6.3,58,90.6,86.1%
02M600,The High School of Fashion Industries,2017-18,1590,0,0,0,0,0,0,0,0,0,0,481,416,325,368,1463,92,126,7.9,95,6,528,33.2,880,55.3,17,1.1,70,4.4,264,16.6,51,3.2,1319,83,75.4%
02M605,Humanities Preparatory Academy,2017-18,235,0,0,0,0,0,0,0,0,0,0,56,61,58,60,129,54.9,106,45.1,17,7.2,52,22.1,144,61.3,5,2.1,17,7.2,43,18.3,8,3.4,191,81.3,74.9%
02M615,Chelsea Career and Technical Education High School,2017-18,430,0,0,0,0,0,0,0,0,0,0,149,115,83,83,129,30,300,69.8,46,10.7,95,22.1,260,60.5,12,2.8,17,4,84,19.5,17,4,378,87.9,78.6%
02M630,Art and Design High School,2017-18,1447,0,0,0,0,0,0,0,0,0,0,376,417,402,252,919,63.5,528,36.5,100,6.9,242,16.7,817,56.5,72,5,216,14.9,304,21,10,0.7,907,62.7,56.8%
02M655,Life Sciences Secondary School,2017-18,574,0,0,0,0,0,0,0,11,22,21,168,160,88,104,294,51.2,280,48.8,38,6.6,167,29.1,337,58.7,13,2.3,19,3.3,122,21.3,52,9.1,468,81.5,84.3%
02M896,Lower Manhattan Community Middle School,2017-18,385,0,0,0,0,0,0,0,132,124,129,0,0,0,0,203,52.7,182,47.3,164,42.6,42,10.9,64,16.6,9,2.3,106,27.5,106,27.5,24,6.2,221,57.4,56.8%
02M933,City Knoll Middle School,2017-18,236,0,0,0,0,0,0,0,74,85,77,0,0,0,0,118,50,118,50,23,9.7,60,25.4,120,50.8,10,4.2,23,9.7,71,30.1,20,8.5,175,74.2,67.9%
03M009,P.S. 009 Sarah Anderson,2017-18,619,18,101,98,108,104,100,90,0,0,0,0,0,0,0,305,49.3,314,50.7,52,8.4,30,4.8,112,18.1,53,8.6,372,60.1,103,16.6,15,2.4,131,21.2,19.5%
03M054,J.H.S. 054 Booker T. Washington,2017-18,852,0,0,0,0,0,0,0,275,295,282,0,0,0,0,423,49.6,429,50.4,94,11,73,8.6,125,14.7,68,8,492,57.7,98,11.5,9,1.1,203,23.8,21.6%
03M075,P.S. 075 Emily Dickinson,2017-18,560,0,79,91,94,107,98,91,0,0,0,0,0,0,0,257,45.9,303,54.1,12,2.1,120,21.4,326,58.2,22,3.9,80,14.3,201,35.9,86,15.4,411,73.4,67.6%
03M076,P.S. 076 A. Philip Randolph,2017-18,472,36,36,52,40,43,55,42,53,57,58,0,0,0,0,247,52.3,225,47.7,2,0.4,355,75.2,101,21.4,1,0.2,13,2.8,111,23.5,41,8.7,454,96.2,91.4%
03M084,P.S. 084 Lillian Weber,2017-18,656,105,96,90,93,107,83,82,0,0,0,0,0,0,0,363,55.3,293,44.7,23,3.5,53,8.1,234,35.7,34,5.2,312,47.6,92,14,47,7.2,264,40.2,42.8%
03M087,P.S. 087 William Sherman,2017-18,877,18,136,142,162,149,155,115,0,0,0,0,0,0,0,442,50.4,435,49.6,65,7.4,35,4,120,13.7,91,10.4,566,64.5,167,19,25,2.9,98,11.2,11.7%
03M145,"P.S. 145, The Bloomingdale School",2017-18,391,46,62,60,64,59,50,50,0,0,0,0,0,0,0,205,52.4,186,47.6,9,2.3,100,25.6,234,59.8,8,2,40,10.2,94,24,51,13,314,80.3,83.8%
03M149,P.S. 149 Sojourner Truth,2017-18,235,18,17,24,23,25,22,20,28,32,26,0,0,0,0,118,50.2,117,49.8,5,2.1,146,62.1,67,28.5,5,2.1,12,5.1,55,23.4,36,15.3,233,99.1,92.8%
03M163,P.S. 163 Alfred E. Smith,2017-18,565,32,79,83,84,94,104,89,0,0,0,0,0,0,0,275,48.7,290,51.3,33,5.8,92,16.3,240,42.5,27,4.8,173,30.6,101,17.9,33,5.8,273,48.3,50.3%
03M165,P.S. 165 Robert E. Simon,2017-18,604,31,58,57,74,76,80,95,34,46,53,0,0,0,0,294,48.7,310,51.3,29,4.8,90,14.9,363,60.1,12,2,110,18.2,120,19.9,83,13.7,430,71.2,69.2%
03M166,P.S. 166 The Richard Rodgers School of The Arts an,2017-18,648,0,125,121,126,92,90,94,0,0,0,0,0,0,0,314,48.5,334,51.5,78,12,34,5.2,105,16.2,61,9.4,370,57.1,70,10.8,18,2.8,130,20.1,17.8%
03M180,P.S. 180 Hugo Newman,2017-18,545,83,41,57,54,51,52,57,41,51,58,0,0,0,0,270,49.5,275,50.5,13,2.4,281,51.6,161,29.5,31,5.7,59,10.8,88,16.1,38,7,390,71.6,69.3%
03M185,P.S. 185 - The Early Childhood Discovery and Desig,2017-18,252,67,60,55,70,0,0,0,0,0,0,0,0,0,0,109,43.3,143,56.7,5,2,144,57.1,77,30.6,10,4,16,6.3,45,17.9,8,3.2,215,85.3,82.6%
03M191,The Riverside School for Makers and Artists,2017-18,516,72,49,51,42,65,46,37,65,53,36,0,0,0,0,231,44.8,285,55.2,29,5.6,162,31.4,237,45.9,10,1.9,78,15.1,138,26.7,47,9.1,379,73.4,71.1%
03M199,P.S. 199 Jessie Isador Straus,2017-18,848,0,110,139,150,160,151,138,0,0,0,0,0,0,0,421,49.6,427,50.4,123,14.5,33,3.9,84,9.9,66,7.8,542,63.9,156,18.4,13,1.5,86,10.1,9.4%
03M208,The Alain L. Locke Magnet School for Environmental,2017-18,127,0,0,0,0,44,37,46,0,0,0,0,0,0,0,68,53.5,59,46.5,4,3.1,72,56.7,47,37,3,2.4,1,0.8,50,39.4,13,10.2,125,98.4,92.3%
03M241,STEM Institute of Manhattan,2017-18,134,0,17,20,23,23,32,19,0,0,0,0,0,0,0,60,44.8,74,55.2,4,3,72,53.7,44,32.8,2,1.5,12,9,45,33.6,23,17.2,124,92.5,89.5%
03M242,P.S. 242 - The Young Diplomats Magnet Academy,2017-18,170,18,15,35,19,26,27,30,0,0,0,0,0,0,0,80,47.1,90,52.9,1,0.6,102,60,56,32.9,8,4.7,3,1.8,45,26.5,6,3.5,150,88.2,87.5%
03M243,M.S. 243 Center School,2017-18,235,0,0,0,0,0,0,60,61,57,57,0,0,0,0,124,52.8,111,47.2,14,6,27,11.5,43,18.3,15,6.4,136,57.9,33,14,0,0,28,11.9,21.9%
03M245,M.S. M245 The Computer School,2017-18,400,0,0,0,0,0,0,0,134,134,132,0,0,0,0,210,52.5,190,47.5,32,8,48,12,110,27.5,19,4.7,191,47.7,77,19.2,8,2,109,27.3,31.0%
03M247,M.S. M247 Dual Language Middle School,2017-18,198,0,0,0,0,0,0,0,63,71,64,0,0,0,0,109,55.1,89,44.9,0,0,2,1,192,97,0,0,4,2,51,25.8,48,24.2,177,89.4,83.5%
03M250,M.S. 250 West Side Collaborative Middle School,2017-18,178,0,0,0,0,0,0,0,58,60,60,0,0,0,0,80,44.9,98,55.1,2,1.1,53,29.8,94,52.8,12,6.7,17,9.6,51,28.7,12,6.7,127,71.3,73.4%
03M256,Lafayette Academy,2017-18,138,0,0,0,0,0,0,0,42,48,48,0,0,0,0,70,50.7,68,49.3,2,1.4,69,50,48,34.8,5,3.6,14,10.1,33,23.9,22,15.9,116,84.1,81.5%
03M258,Community Action School - MS 258,2017-18,223,0,0,0,0,0,0,0,81,84,58,0,0,0,0,105,47.1,118,52.9,3,1.3,95,42.6,104,46.6,1,0.4,20,9,55,24.7,9,4,168,75.3,72.3%
03M291,West End Secondary School,2017-18,339,0,0,0,0,0,0,0,104,102,133,0,0,0,0,196,57.8,143,42.2,27,8,20,5.9,64,18.9,15,4.4,213,62.8,76,22.4,3,0.9,64,18.9,18.8%
03M299,The Maxine Greene HS for Imaginative Inquiry,2017-18,378,0,0,0,0,0,0,0,0,0,0,104,122,85,67,206,54.5,172,45.5,6,1.6,133,35.2,219,57.9,13,3.4,7,1.9,93,24.6,42,11.1,310,82,86.7%
03M307,"Urban Assembly School for Media Studies, The",2017-18,397,0,0,0,0,0,0,0,0,0,0,102,105,105,85,211,53.1,185,46.6,10,2.5,136,34.3,231,58.2,11,2.8,9,2.3,61,15.4,28,7.1,339,85.4,84.2%
03M333,P.S. 333 Manhattan School for Children,2017-18,753,0,90,101,100,99,98,88,64,63,50,0,0,0,0,382,50.7,371,49.3,45,6,86,11.4,135,17.9,43,5.7,444,59,140,18.6,17,2.3,132,17.5,28.8%
03M334,The Anderson School,2017-18,537,0,50,58,60,57,55,53,64,64,76,0,0,0,0,266,49.5,271,50.5,145,27,15,2.8,49,9.1,53,9.9,275,51.2,35,6.5,1,0.2,45,8.4,14.2%
03M402,The Urban Assembly School for Green Careers,2017-18,311,0,0,0,0,0,0,0,0,0,0,87,76,77,71,143,46,167,53.7,7,2.3,85,27.3,191,61.4,7,2.3,21,6.8,79,25.4,40,12.9,263,84.6,81.6%
03M403,The Global Learning Collaborative,2017-18,436,0,0,0,0,0,0,0,0,0,0,119,90,123,104,202,46.3,234,53.7,10,2.3,107,24.5,292,67,9,2.1,18,4.1,86,19.7,67,15.4,355,81.4,85.9%
03M404,Innovation Diploma Plus,2017-18,188,0,0,0,0,0,0,0,0,0,0,0,45,65,78,94,50,94,50,2,1.1,70,37.2,113,60.1,0,0,3,1.6,26,13.8,4,2.1,151,80.3,84.1%
03M415,Wadleigh Secondary School for the Performing & Vis,2017-18,278,0,0,0,0,0,0,0,34,24,16,70,51,43,40,188,67.6,90,32.4,2,0.7,150,54,109,39.2,9,3.2,8,2.9,71,25.5,9,3.2,225,80.9,84.1%
03M417,Frank Mccourt High School,2017-18,411,0,0,0,0,0,0,0,0,0,0,114,103,102,92,224,54.5,186,45.3,17,4.1,64,15.6,184,44.8,25,6.1,121,29.4,82,20,10,2.4,226,55,49.0%
03M421,West Prep Academy,2017-18,203,0,0,0,0,0,0,0,55,74,74,0,0,0,0,102,50.2,101,49.8,1,0.5,123,60.6,74,36.5,1,0.5,4,2,70,34.5,13,6.4,174,85.7,80.6%
03M452,P.S. 452,2017-18,336,54,61,39,42,41,50,49,0,0,0,0,0,0,0,161,47.9,175,52.1,35,10.4,38,11.3,52,15.5,14,4.2,197,58.6,69,20.5,12,3.6,75,22.3,25.0%
03M479,Beacon High School,2017-18,1380,0,0,0,0,0,0,0,0,0,0,390,359,312,319,868,62.9,510,37,121,8.8,186,13.5,262,19,116,8.4,695,50.4,133,9.6,4,0.3,341,24.7,29.4%
03M485,Fiorello H. LaGuardia High School of Music & Art a,2017-18,2809,0,0,0,0,0,0,0,0,0,0,807,669,724,609,2126,75.7,679,24.2,559,19.9,281,10,485,17.3,223,7.9,1261,44.9,75,2.7,6,0.2,806,28.7,30.7%
03M492,"High School for Law, Advocacy and Community Justic",2017-18,466,0,0,0,0,0,0,0,0,0,0,145,129,87,105,269,57.7,197,42.3,11,2.4,162,34.8,276,59.2,4,0.9,13,2.8,92,19.7,26,5.6,412,88.4,82.2%
03M494,High School of Arts and Technology,2017-18,504,0,0,0,0,0,0,0,0,0,0,167,132,114,91,174,34.5,329,65.3,25,5,173,34.3,282,56,10,2,14,2.8,121,24,54,10.7,423,83.9,85.6%
03M505,Edward A. Reynolds West Side High School,2017-18,500,0,0,0,0,0,0,0,0,0,0,11,229,179,81,239,47.8,261,52.2,2,0.4,136,27.2,338,67.6,4,0.8,20,4,154,30.8,59,11.8,489,97.8,85.4%
03M541,Manhattan / Hunter Science High School,2017-18,442,0,0,0,0,0,0,0,0,0,0,110,115,104,113,250,56.6,192,43.4,124,28.1,70,15.8,146,33,19,4.3,83,18.8,62,14,1,0.2,269,60.9,52.5%
03M859,Special Music School,2017-18,314,0,13,15,14,15,16,16,16,14,16,40,53,41,45,160,51,154,49,45,14.3,38,12.1,47,15,47,15,137,43.6,32,10.2,1,0.3,64,20.4,31.4%
03M860,Frederick Douglass Academy II Secondary School,2017-18,354,0,0,0,0,0,0,0,13,19,9,87,92,73,61,122,34.5,232,65.5,10,2.8,226,63.8,110,31.1,4,1.1,4,1.1,86,24.3,41,11.6,284,80.2,84.9%
03M862,Mott Hall II,2017-18,342,0,0,0,0,0,0,0,105,116,121,0,0,0,0,160,46.8,182,53.2,15,4.4,91,26.6,148,43.3,22,6.4,66,19.3,79,23.1,7,2,212,62,57.9%
04M007,P.S. 007 Samuel Stern,2017-18,357,20,25,26,29,41,40,29,53,43,51,0,0,0,0,174,48.7,183,51.3,10,2.8,98,27.5,234,65.5,6,1.7,9,2.5,95,26.6,47,13.2,323,90.5,93.8%
04M012,Tag Young Scholars,2017-18,587,0,47,62,66,63,66,61,80,86,56,0,0,0,0,284,48.4,303,51.6,228,38.8,109,18.6,100,17,60,10.2,90,15.3,27,4.6,0,0,226,38.5,40.2%
04M037,River East Elementary,2017-18,192,17,30,25,27,41,28,24,0,0,0,0,0,0,0,87,45.3,105,54.7,0,0,73,38,103,53.6,6,3.1,10,5.2,51,26.6,9,4.7,166,86.5,86.5%
04M038,P.S. 38 Roberto Clemente,2017-18,213,26,30,31,33,37,31,25,0,0,0,0,0,0,0,117,54.9,96,45.1,12,5.6,64,30,131,61.5,1,0.5,5,2.3,64,30,31,14.6,195,91.5,92.8%
04M050,P.S. 050 Vito Marcantonio,2017-18,251,0,25,28,30,37,36,21,28,26,20,0,0,0,0,121,48.2,130,51.8,6,2.4,97,38.6,145,57.8,1,0.4,2,0.8,71,28.3,16,6.4,239,95.2,96.1%
04M057,James Weldon Johnson,2017-18,818,36,70,77,76,88,84,98,96,95,98,0,0,0,0,403,49.3,415,50.7,29,3.5,213,26,551,67.4,11,1.3,14,1.7,224,27.4,85,10.4,719,87.9,92.7%
04M072,The Lexington Academy,2017-18,620,26,63,51,60,66,62,63,66,81,82,0,0,0,0,299,48.2,321,51.8,16,2.6,86,13.9,499,80.5,2,0.3,17,2.7,151,24.4,74,11.9,559,90.2,90.9%
04M083,P.S. 083 Luis Munoz Rivera,2017-18,439,18,53,65,68,72,76,87,0,0,0,0,0,0,0,214,48.7,225,51.3,54,12.3,79,18,279,63.6,7,1.6,20,4.6,92,21,47,10.7,393,89.5,83.4%
04M096,P.S. 096 Joseph Lanzetta,2017-18,397,14,30,35,32,34,47,38,47,55,65,0,0,0,0,179,45.1,218,54.9,9,2.3,101,25.4,270,68,5,1.3,12,3,123,31,81,20.4,373,94,96.5%
04M102,P.S. 102 Jacques Cartier,2017-18,318,26,46,44,49,56,44,53,0,0,0,0,0,0,0,149,46.9,169,53.1,26,8.2,91,28.6,170,53.5,17,5.3,14,4.4,99,31.1,34,10.7,255,80.2,83.2%
04M108,P.S. 108 Assemblyman Angelo Del Toro Educational C,2017-18,452,13,31,34,40,29,47,45,62,59,92,0,0,0,0,204,45.1,248,54.9,15,3.3,144,31.9,282,62.4,3,0.7,8,1.8,145,32.1,41,9.1,403,89.2,92.4%
04M112,P.S. 112 Jose Celso Barbosa,2017-18,309,29,93,92,95,0,0,0,0,0,0,0,0,0,0,138,44.7,171,55.3,10,3.2,75,24.3,200,64.7,5,1.6,19,6.1,108,35,62,20.1,247,79.9,86.2%
04M146,P.S. 146 Ann M. Short,2017-18,334,30,50,54,65,42,51,42,0,0,0,0,0,0,0,162,48.5,172,51.5,22,6.6,83,24.9,220,65.9,2,0.6,7,2.1,116,34.7,67,20.1,324,97,93.7%
04M155,P.S. 155 William Paca,2017-18,260,12,29,35,46,54,40,44,0,0,0,0,0,0,0,128,49.2,132,50.8,5,1.9,23,8.8,225,86.5,6,2.3,1,0.4,78,30,107,41.2,255,98.1,95.7%
04M171,P.S. 171 Patrick Henry,2017-18,725,36,62,76,76,62,63,67,98,95,90,0,0,0,0,376,51.9,349,48.1,45,6.2,193,26.6,434,59.9,22,3,31,4.3,155,21.4,24,3.3,502,69.2,77.7%
04M182,The Bilingual Bicultural School,2017-18,310,0,38,54,55,53,59,51,0,0,0,0,0,0,0,159,51.3,151,48.7,1,0.3,22,7.1,286,92.3,0,0,1,0.3,75,24.2,110,35.5,301,97.1,93.0%
04M206,P.S. 206 Jose Celso Barbosa,2017-18,473,0,0,0,0,88,94,97,78,69,47,0,0,0,0,201,42.5,272,57.5,12,2.5,132,27.9,302,63.8,13,2.7,14,3,198,41.9,76,16.1,398,84.1,88.6%
04M224,M.S. 224 Manhattan East School for Arts & Academic,2017-18,172,0,0,0,0,0,0,0,54,63,55,0,0,0,0,81,47.1,91,52.9,17,9.9,46,26.7,92,53.5,3,1.7,14,8.1,48,27.9,13,7.6,125,72.7,72.2%
04M310,THE JUDITH S. KAYE HIGH SCHOOL,2017-18,75,0,0,0,0,0,0,0,0,0,0,22,30,13,10,25,33.3,50,66.7,2,2.7,32,42.7,37,49.3,3,4,1,1.3,29,38.7,4,5.3,63,84,87.3%
04M372,Esperanza Preparatory Academy,2017-18,559,0,0,0,0,0,0,0,57,63,71,90,117,76,85,266,47.6,293,52.4,12,2.1,62,11.1,475,85,1,0.2,9,1.6,143,25.6,166,29.7,506,90.5,92.7%
04M375,Mosaic Preparatory Academy,2017-18,333,36,40,56,52,55,41,53,0,0,0,0,0,0,0,159,47.7,174,52.3,8,2.4,139,41.7,165,49.5,14,4.2,7,2.1,109,32.7,31,9.3,310,93.1,93.7%
04M377,Renaissance School of the Arts,2017-18,147,0,0,0,0,0,0,0,56,39,52,0,0,0,0,93,63.3,54,36.7,2,1.4,48,32.7,91,61.9,2,1.4,4,2.7,45,30.6,13,8.8,137,93.2,93.7%
04M406,Global Technology Preparatory,2017-18,125,0,0,0,0,0,0,0,39,38,48,0,0,0,0,48,38.4,77,61.6,4,3.2,43,34.4,73,58.4,4,3.2,1,0.8,51,40.8,12,9.6,108,86.4,90.8%
04M409,Coalition School for Social Change,2017-18,121,0,0,0,0,0,0,0,0,0,0,27,32,26,36,50,41.3,71,58.7,2,1.7,42,34.7,71,58.7,1,0.8,5,4.1,44,36.4,10,8.3,102,84.3,89.9%
04M435,Manhattan Center for Science and Mathematics,2017-18,1625,0,0,0,0,0,0,0,0,0,0,426,429,378,392,807,49.7,816,50.2,312,19.2,299,18.4,884,54.4,50,3.1,80,4.9,197,12.1,111,6.8,1377,84.7,76.2%
04M495,Park East High School,2017-18,406,0,0,0,0,0,0,0,0,0,0,96,105,113,92,205,50.5,200,49.3,19,4.7,104,25.6,258,63.5,15,3.7,10,2.5,61,15,12,3,340,83.7,76.2%
04M497,Central Park East I,2017-18,196,27,25,25,29,35,28,27,0,0,0,0,0,0,0,104,53.1,92,46.9,25,12.8,36,18.4,67,34.2,16,8.2,52,26.5,37,18.9,6,3.1,84,42.9,53.2%
04M555,Central Park East High School,2017-18,496,0,0,0,0,0,0,0,0,0,0,136,122,111,127,317,63.9,179,36.1,70,14.1,131,26.4,256,51.6,12,2.4,27,5.4,77,15.5,12,2.4,411,82.9,74.3%
04M610,Young Women's Leadership School,2017-18,481,0,0,0,0,0,0,0,55,52,50,83,83,72,86,481,100,0,0,42,8.7,115,23.9,293,60.9,13,2.7,18,3.7,100,20.8,13,2.7,384,79.8,76.9%
04M680,"Heritage School, The",2017-18,294,0,0,0,0,0,0,0,0,0,0,86,94,67,47,141,48,153,52,8,2.7,76,25.9,194,66,5,1.7,11,3.7,65,22.1,30,10.2,271,92.2,88.7%
04M825,Isaac Newton Middle School for Math & Science,2017-18,192,0,0,0,0,0,0,0,78,59,55,0,0,0,0,86,44.8,106,55.2,11,5.7,50,26,126,65.6,0,0,5,2.6,60,31.3,23,12,175,91.1,88.0%
04M964,Central Park East II,2017-18,448,18,44,48,50,49,53,53,54,49,30,0,0,0,0,228,50.9,220,49.1,29,6.5,132,29.5,157,35,38,8.5,92,20.5,97,21.7,2,0.4,189,42.2,57.7%
05M030,P.S. 030 Hernandez/Hughes,2017-18,252,16,48,38,38,38,36,38,0,0,0,0,0,0,0,125,49.6,127,50.4,3,1.2,100,39.7,139,55.2,4,1.6,6,2.4,74,29.4,30,11.9,237,94,94.8%
05M036,P.S. 036 Margaret Douglas,2017-18,391,41,64,47,65,64,53,57,0,0,0,0,0,0,0,198,50.6,193,49.4,3,0.8,163,41.7,213,54.5,4,1,8,2,125,32,38,9.7,345,88.2,87.7%
05M046,P.S. 046 Arthur Tappan,2017-18,661,35,63,69,67,72,86,80,63,61,65,0,0,0,0,338,51.1,323,48.9,4,0.6,322,48.7,322,48.7,8,1.2,5,0.8,197,29.8,69,10.4,622,94.1,95.2%
05M092,P.S. 092 Mary McLeod Bethune,2017-18,265,18,26,43,42,44,55,37,0,0,0,0,0,0,0,122,46,143,54,2,0.8,161,60.8,96,36.2,3,1.1,3,1.1,88,33.2,21,7.9,261,98.5,95.6%
05M123,P.S. 123 Mahalia Jackson,2017-18,479,36,32,38,44,58,47,48,65,58,53,0,0,0,0,225,47,254,53,7,1.5,246,51.4,195,40.7,11,2.3,20,4.2,119,24.8,94,19.6,457,95.4,92.7%
05M125,P.S. 125 Ralph Bunche,2017-18,297,50,63,43,37,40,29,35,0,0,0,0,0,0,0,136,45.8,161,54.2,21,7.1,111,37.4,102,34.3,12,4,51,17.2,45,15.2,6,2,202,68,64.2%
05M129,P.S. 129 John H. Finley,2017-18,435,28,28,40,34,30,49,41,68,63,54,0,0,0,0,194,44.6,241,55.4,15,3.4,211,48.5,193,44.4,11,2.5,5,1.1,110,25.3,37,8.5,404,92.9,91.8%
05M133,P.S. 133 Fred R Moore,2017-18,211,16,25,46,23,33,39,29,0,0,0,0,0,0,0,69,32.7,142,67.3,6,2.8,102,48.3,89,42.2,3,1.4,11,5.2,78,37,23,10.9,196,92.9,89.3%
05M148,Eagle Academy for Young Men of Harlem,2017-18,318,0,0,0,0,0,0,0,62,68,55,67,66,0,0,0,0,318,100,1,0.3,219,68.9,78,24.5,18,5.7,2,0.6,89,28,10,3.1,242,76.1,82.1%
05M154,P.S. 154 Harriet Tubman,2017-18,302,28,41,40,46,54,51,42,0,0,0,0,0,0,0,129,42.7,173,57.3,22,7.3,168,55.6,94,31.1,8,2.6,10,3.3,94,31.1,54,17.9,295,97.7,95.4%
05M157,The Urban Assembly School for Global Commerce,2017-18,241,0,0,0,0,0,0,0,0,0,0,75,54,48,64,116,48.1,125,51.9,4,1.7,112,46.5,115,47.7,5,2.1,5,2.1,62,25.7,21,8.7,195,80.9,86.9%
05M161,P.S. 161 Pedro Albizu Campos,2017-18,838,0,51,59,87,95,98,84,113,127,124,0,0,0,0,410,48.9,428,51.1,18,2.1,173,20.6,621,74.1,9,1.1,17,2,208,24.8,224,26.7,808,96.4,93.3%
